map,map_50,map_75,map_large,map_medium,map_per_class,map_small,mar_1,mar_10,mar_100,mar_100_per_class,mar_large,mar_medium,mar_small
0.692375,0.901416,0.774844,0.744737,0.387957,-1,0.127604,0.692694,0.741346,0.741346,-1,0.793309,0.439946,0.161932
