map,map_50,map_75,map_large,map_medium,map_per_class,map_small,mar_1,mar_10,mar_100,mar_100_per_class,mar_large,mar_medium,mar_small
0.199102,0.381875,0.18576,0.217626,0.0821059,-1,0.0563757,0.216416,0.289938,0.291299,-1,0.330716,0.127276,0.0695622
