top_1,top_5
0.7,1
top_1,top_5
0.6,1
top_1,top_5
0.7,1
top_1,top_5
0.7,1
top_1,top_5
0.6,0.9
top_1,top_5
0.6,0.8
top_1,top_5
0.4,0.5
top_1,top_5
0.5,0.6
top_1,top_5
0.6,0.7
top_1,top_5
0.6,0.8
top_1,top_5
0.6,0.8
top_1,top_5
0.8,1
top_1,top_5
0.8,1
