add_flops,bias_flops,linear_flops,matmul_flops
3.71672e+08,1.43309e+09,1.49513e+12,4.05832e+10
add_flops,bias_flops,linear_flops,matmul_flops
3.71784e+08,1.43354e+09,1.49561e+12,4.05981e+10
add_flops,bias_flops,linear_flops,matmul_flops
3.71786e+08,1.43351e+09,1.49559e+12,4.06013e+10
add_flops,bias_flops,linear_flops,matmul_flops
3.45419e+08,1.31409e+09,1.3735e+12,3.43642e+10
add_flops,bias_flops,linear_flops,matmul_flops
5.06432e+08,1.97946e+09,2.06999e+12,6.99469e+10
add_flops,bias_flops,linear_flops,matmul_flops
1.66968e+08,6.13334e+08,6.29743e+11,1.59782e+10
add_flops,bias_flops,linear_flops,matmul_flops
1.61147e+08,5.90444e+08,6.05458e+11,1.58042e+10
add_flops,bias_flops,linear_flops,matmul_flops
3.70288e+08,1.53158e+09,1.56918e+12,4.0064e+10
add_flops,bias_flops,linear_flops,matmul_flops
3.74195e+08,1.54588e+09,1.58466e+12,4.06866e+10
add_flops,bias_flops,linear_flops,matmul_flops
1.66983e+08,6.13401e+08,6.29811e+11,1.59785e+10
add_flops,bias_flops,linear_flops,matmul_flops
1.67073e+08,6.1382e+08,6.30237e+11,1.60135e+10
add_flops,bias_flops,linear_flops,matmul_flops
1.20748e+09,5.08152e+09,5.25998e+12,4.47238e+11
add_flops,bias_flops,linear_flops,matmul_flops
6.79654e+08,2.78671e+09,2.88951e+12,1.19778e+11
