top_1,top_5
0.84,0.96
top_1,top_5
0.84,0.96
top_1,top_5
0.8,0.96
top_1,top_5
0.84,0.96
top_1,top_5
0.84,0.96
top_1,top_5
0.8,0.96
top_1,top_5
0.84,0.96
top_1,top_5
0.84,0.96
top_1,top_5
0.8,0.96
top_1,top_5
0.84,0.96
top_1,top_5
0.76,1
top_1,top_5
0.8,1
top_1,top_5
0.88,1
top_1,top_5
0.8,1
top_1,top_5
0.8,0.96
top_1,top_5
0.8,1
