map,map_50,map_75,map_large,map_medium,map_per_class,map_small,mar_1,mar_10,mar_100,mar_100_per_class,mar_large,mar_medium,mar_small
0.613051,0.87178,0.668011,0.650275,0.296156,-1,0.0686831,0.622201,0.674836,0.674844,-1,0.711947,0.391276,0.112719
