accumulator_flops,add_flops,bias_flops,einsum_flops,gate_flops,linear_flops,matmul_flops
1.24109e+07,3.98974e+08,3.53894e+07,7.58661e+08,2.03551e+08,3.53328e+10,1.53466e+10
